label,format,number,period,composer,work,performers,time
DG Archiv,CD,CD 474 747-2,1,"Bach, J. S.","Chorale Setting, Fuga super ""Jesu Christus, unser Heiland,"" S. 689",Walcha,4.0,,,,,,,,,,,
DG Archiv,CD,CD 474 747-2,1,"Bach, J. S.","Chorale Setting, Fughetta super ""Allein Gott in der Höh' sei Her',"" S. 677",Walcha,1.2,,,,,,,,,,,
DG Archiv,CD,CD 474 747-2,1,"Bach, J. S.","Chorale Setting, Fughetta super ""Dies sind die heil'gen zehn Gebot',"" S. 679",Walcha,2.1,,,,,,,,,,,
DG Archiv,CD,CD 474 747-2,1,"Bach, J. S.","Chorale Setting, Fughetta super ""Wir glauben all' an einen Gott,"" S. 681",Walcha,1.2,,,,,,,,,,,
Classic Masters,CD,CD CMCD 1016,1,"Bach, J. S.","Chorale Trio, ""Allein Gott in der Höh' sei Ehr,"" S. 664",Hayashi,8.1,,,,,,,,,,,
Titanic,CD,CD Ti-164,1,"Bach, J. S.","Chorale Trio, ""Allein Gott in der Höh' sei Ehr,"" S. 664",Johnson,4.6,,,,,,,,,,,
Telefunken,LP,various boxed LP sets,1,"Bach, J. S.","Chorales, other organ works",Chapuis,,,,,,,,,,,,
Eurodisc,LP,LP 86 498,1,"Bach, J. S.","chorales, various",Metz,,,,,,,,,,,,
DG Archiv,CD,CD 423 232-2,1,"Bach, J. S.","Christmas Oratorio, S. 248","Argenta, von Otter, Blochwitz, Bär, Gardiner, Monteverdi Choir, English Baroque Soloists",140.1,,,,,,,,,,,
Decca,CD,CD 458 838-2,1,"Bach, J. S.","Christmas Oratorio, S. 248","Bott, Chance, Agnew, King, George, Pickett, New London Consort",146.7,,,,,,,,,,,
Bridge,CD,CD 9005,1,"Bach, J. S.","Chromatic Fantasy and Fugue in d, S. 903",Appel,13.0,,,,,,,,,,,
Seraphim,LP,LP S-60099,1,"Bach, J. S.","Chromatic Fantasy and Fugue in d, S. 903",Browning,13.7,,,,,,,,,,,
Supraphon,CD,CD 11 0359-2,1,"Bach, J. S.","Chromatic Fantasy and Fugue in d, S. 903",Moravec,13.3,,,,,,,,,,,
Oiseau-Lyre,CD,CD 433 054-2,1,"Bach, J. S.","Chromatic Fantasy and Fugue in d, S. 903",Rousset,10.2,,,,,,,,,,,
Pearl,CD,CD GEMS 0201,1,"Bach, J. S.","Chromatic Fantasy and Fugue in d, S. 903",Serkin,11.8,,,,,,,,,,,
Pearl,CD,CD GEMS 0202,1,"Bach, J. S.","Concerto for Flute, Violin, Harpsichord, and Orchestra in a, S. 1044","Horszowski, Schneider, Wummer, Casals, Prades Festival Orchestra",24.7,,,,,,,,,,,
Oiseau-Lyre,CD,CD 433 053-2,1,"Bach, J. S.","Concerto for Four Harpsichords and Strings in a, S. 1065","Hogwood, Morney, Rousset, Tilney, Academy of Ancient Music",9.1,,,,,,,,,,,
London,LP,LP STS 15075,1,"Bach, J. S.","Concerto for Four Harpsichords and Strings in a, S. 1065","Malcolm, Aveling, Parsons, Preston, Leppard, English Chamber Orchestra",9.8,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Four Harpsichords and Strings in a, S. 1065","Pinnock, Gilbert, Mortensen, Kraemer, English Concert",9.6,,,,,,,,,,,
EMI,CD,CD 7 63039 2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 1 in d, S. 1052","(piano) Fischer, Edwin Fischer Chamber Orchestra",21.5,,,,,,,,,,,
Sony,CD,CD 89245 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 1 in d, S. 1052","(piano) Perahia, Academy of St. Martin in the Fields",20.6,,,,,,,,,,,
Artia,LP,LP 123,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 1 in d, S. 1052","(piano) Richter, Talich, Czech Philharmonic Orchestra",24.8,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 1 in d, S. 1052","Leppard, Taylor, Brett, English Chamber Orchestra",22.8,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 1 in d, S. 1052","Leppard, Taylor, Brett, English Chamber Orchestra",22.8,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 1 in d, S. 1052","Pinnock, English Concert",21.6,,,,,,,,,,,
Sony,CD,CD 89245 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 2 in E, S. 1053","(piano) Perahia, Academy of St. Martin in the Fields",19.0,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 2 in E, S. 1053","Leonhardt, Leonhardt Consort",21.1,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 2 in E, S. 1053","Leppard, English Chamber Orchestra",19.2,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 2 in E, S. 1053","Leppard, English Chamber Orchestra",19.2,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 2 in E, S. 1053","Pinnock, English Concert",19.0,,,,,,,,,,,
Oiseau-Lyre,CD,CD 443 326-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 2 in E, S. 1053","Rousset, Hogwood, Academy of Ancient Music",19.2,,,,,,,,,,,
Sony,CD,CD 89690 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 3 in D, S. 1054","(piano) Perahia, Academy of St. Martin in the Fields",15.7,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 3 in D, S. 1054","Leonhardt, Leonhardt Consort",15.9,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 3 in D, S. 1054","Leppard, English Chamber Orchestra",15.0,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 3 in D, S. 1054","Leppard, English Chamber Orchestra",15.0,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 3 in D, S. 1054","Pinnock, English Concert",17.1,,,,,,,,,,,
EMI,CD,CD 7 63039 2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","(piano) Fischer, Edwin Fischer Chamber Orchestra",13.5,,,,,,,,,,,
Sony,CD,CD 89245 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","(piano) Perahia, Academy of St. Martin in the Fields",13.4,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","Leonhardt, Leonhardt Consort",13.5,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","Leppard, English Chamber Orchestra",13.0,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","Leppard, English Chamber Orchestra",13.0,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","Pinnock, English Concert",13.6,,,,,,,,,,,
Oiseau-Lyre,CD,CD 443 326-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 4 in A, S. 1055","Rousset, Hogwood, Academy of Ancient Music",12.8,,,,,,,,,,,
EMI,CD,CD 7 63039 2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","(piano) Fischer, Edwin Fischer Chamber Orchestra",,,,,,,,,,,,
ABC Westminster Melodiya,LP,LP WGS 8325,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","(piano) Grinberg, Rozhdestvensky, Moscow Radio Large Symphony Orchestra",10.3,,,,,,,,,,,
Sony,CD,CD 58982 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","(piano) Haskil, Casals, Prades Festival Orchestra",11.0,,,,,,,,,,,
Sony,CD,CD 89690 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","(piano) Perahia, Academy of St. Martin in the Fields",9.2,,,,,,,,,,,
Pearl,CD,CD GEMS 0202,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","Haskil, Casals, Prades Festival Orchestra",10.8,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","Leonhardt, Leonhardt Consort",9.3,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","Leppard, English Chamber Orchestra",10.3,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","Leppard, English Chamber Orchestra",10.3,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 5 in f, S. 1056","Pinnock, English Concert",9.6,,,,,,,,,,,
Sony,CD,CD 89690 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 6 in F, S. 1057","(piano) Perahia, Academy of St. Martin in the Fields",15.6,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 6 in F, S. 1057","Leppard, English Chamber Orchestra",16.4,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 6 in F, S. 1057","Leppard, English Chamber Orchestra",16.4,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 6 in F, S. 1057","Pinnock, English Concert",16.5,,,,,,,,,,,
Sony,CD,CD 89690 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 7 in g, S. 1058","(piano) Perahia, Academy of St. Martin in the Fields",13.2,,,,,,,,,,,
Orange Mountain Music,CD,CD OMM 0127,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 7 in g, S. 1058","Dinnerstein, A Far Cry",13.2,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 7 in g, S. 1058","Leppard, English Chamber Orchestra",13.0,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 7 in g, S. 1058","Leppard, English Chamber Orchestra",13.0,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 7 in g, S. 1058","Pinnock, English Concert",13.8,,,,,,,,,,,
Oiseau-Lyre,CD,CD 443 326-2,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 7 in g, S. 1058","Rousset, Hogwood, Academy of Ancient Music",12.7,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Harpsichord and Orchestra No. 8 in d, S. 1059","Leonhardt, Leonhardt Consort",17.3,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 1 in D, after Vivaldi, S. 972",De Regina,9.3,,,,,,,,,,,
Victrola,LP,LP VIC 1634,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 1 in D, after Vivaldi, S. 972",Landowska,8.6,,,,,,,,,,,
DG Archiv,LP,LP 2533 424,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 1 in D, after Vivaldi, S. 972",Pinnock,8.4,,,,,,,,,,,
Turnabout,LP,LP TV 34287,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 1 in D, after Vivaldi, S. 972",Sebestyen,10.1,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 11 in B-flat, after Duke Johann Ernst of Sax-Weimar, S. 982",De Regina,6.7,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 13 in C, after Duke Johann Ernst of Sax-Weimar, S. 984",De Regina,8.4,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 14 in g, after Telemann, S. 985",De Regina,7.5,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 16 in d, after Duke Johann Ernst of Sax-Weimar, S. 987",De Regina,7.4,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 2 in G, after Vivaldi, S. 973",De Regina,8.1,,,,,,,,,,,
Turnabout,LP,LP TV 34287,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 2 in G, after Vivaldi, S. 973",Sebestyen,7.9,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 3 in d, after A. Marcello, S. 974",De Regina,11.3,,,,,,,,,,,
Turnabout,LP,LP TV 34287,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 4 in g, after Vivaldi, S. 975",Sebestyen,10.2,,,,,,,,,,,
Kuarup,LP,LP KLP-014/15,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 5 in C, after Vivaldi, S. 976",De Regina,11.2,,,,,,,,,,,
Turnabout,LP,LP TV 34287,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 5 in C, after Vivaldi, S. 976",Sebestyen,11.3,,,,,,,,,,,
Turnabout,LP,LP TV 34287,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 7 in F, after Vivaldi, S. 978",Sebestyen,7.8,,,,,,,,,,,
Turnabout,LP,LP TV 34287,1,"Bach, J. S.","Concerto for Harpsichord Solo No. 9 in G, after Vivaldi, S. 980",Sebestyen,12.1,,,,,,,,,,,
RCA,CD,CD 60224-2-RC,1,"Bach, J. S.","Concerto for Oboe and Orchestra in g, S. 1056 (reconstructed from Concerto for Harpsichord and Orchestra in f, S. 1056)","Messiter, Salter, Guildhall String Ensemble",9.4,,,,,,,,,,,
Capriccio,CD,CD 10 069,1,"Bach, J. S.","Concerto for Oboe, Strings, and Continuo in F","Glaetzner, Pommer, Neues Bachisches Collegium Musicum Leipzig",22.5,,,,,,,,,,,
Valois,CD,CD 4423,1,"Bach, J. S.","Concerto for Organ in a, S. 593 (after Vivaldi)",Chapuis,11.3,,,,,,,,,,,
Classic Masters,CD,CD CMCD 1016,1,"Bach, J. S.","Concerto for Organ in a, S. 593 (after Vivaldi)",Hayashi,11.9,,,,,,,,,,,
Bach Guild,LP,LP HM 35,1,"Bach, J. S.","Concerto for Organ in a, S. 593 (after Vivaldi)",Heiller,11.5,,,,,,,,,,,
Eurodisc,LP,LP 86 498,1,"Bach, J. S.","Concerto for Organ in a, S. 593 (after Vivaldi)",Köhler,11.9,,,,,,,,,,,
Valois,CD,CD 4423,1,"Bach, J. S.","Concerto for Organ in C, S. 594 (after Vivaldi)",Chapuis,19.6,,,,,,,,,,,
Bach Guild,LP,LP HM 35,1,"Bach, J. S.","Concerto for Organ in C, S. 594 (after Vivaldi)",Heiller,17.7,,,,,,,,,,,
Argo,LP,LP D 207D 3,1,"Bach, J. S.","Concerto for Organ in C, S. 594 (after Vivaldi)",Hurford,20.6,,,,,,,,,,,
Eurodisc,LP,LP 86 498,1,"Bach, J. S.","Concerto for Organ in C, S. 594 (after Vivaldi)",Köhler,19.0,,,,,,,,,,,
Valois,CD,CD 4423,1,"Bach, J. S.","Concerto for Organ in C, S. 595 (after Johann-Ernst of Saxe-Weimar)",Chapuis,4.3,,,,,,,,,,,
Eurodisc,LP,LP 86 498,1,"Bach, J. S.","Concerto for Organ in C, S. 595 (after Johann-Ernst of Saxe-Weimar)",Köhler,3.9,,,,,,,,,,,
Valois,CD,CD 4423,1,"Bach, J. S.","Concerto for Organ in d, S. 596 (after Vivaldi)",Chapuis,10.2,,,,,,,,,,,
Bach Guild,LP,LP HM 35,1,"Bach, J. S.","Concerto for Organ in d, S. 596 (after Vivaldi)",Heiller,10.8,,,,,,,,,,,
Argo,LP,LP D 207D 3,1,"Bach, J. S.","Concerto for Organ in d, S. 596 (after Vivaldi)",Hurford,10.8,,,,,,,,,,,
Eurodisc,LP,LP 86 498,1,"Bach, J. S.","Concerto for Organ in d, S. 596 (after Vivaldi)",Köhler,11.3,,,,,,,,,,,
Valois,CD,CD 4423,1,"Bach, J. S.","Concerto for Organ in G, S. 592 (after Johann-Ernst of Saxe-Weimar)",Chapuis,6.7,,,,,,,,,,,
Bach Guild,LP,LP HM 35,1,"Bach, J. S.","Concerto for Organ in G, S. 592 (after Johann-Ernst of Saxe-Weimar)",Heiller,6.8,,,,,,,,,,,
Eurodisc,LP,LP 86 498,1,"Bach, J. S.","Concerto for Organ in G, S. 592 (after Johann-Ernst of Saxe-Weimar)",Köhler,8.3,,,,,,,,,,,
Oiseau-Lyre,CD,CD 433 053-2,1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 1 in d, S. 1063","Hogwood, Moroney, Rousset, Academy of Ancient Music",13.0,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 1 in d, S. 1063","Leonhardt, Uittenbosch, Curtis, Leonhardt Consort",16.9,,,,,,,,,,,
London,LP,LP STS 15075,1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 1 in d, S. 1063","Malcolm, Aveling, Parsons, Leppard, English Chamber Orchestra",15.8,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 1 in d, S. 1063","Pinnock, Gilbert, Mortensen, English Concert",13.9,,,,,,,,,,,
Columbia,LP,LP M3 32135,1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 2 in C, S. 1064","(pianos, lumpy) R., G., J. Casadesus, Dervaux, Concerts Colonne Orchestra",17.6,,,,,,,,,,,
Oiseau-Lyre,CD,CD 433 053-2,1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 2 in C, S. 1064","Hogwood, Moroney, Rousset, Academy of Ancient Music",15.5,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 2 in C, S. 1064","Leonhardt, Uittenbosch, Curtis, Leonhardt Consort",13.9,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Three Harpsichords and Orchestra No. 2 in C, S. 1064","Pinnock, Gilbert, Mortensen, English Concert",16.4,,,,,,,,,,,
CBS,LP,LP 32 11 0026,1,"Bach, J. S.","Concerto for Three Harpsichords and String Orchestra No. 2 in C, S. 1064","(pianos, lumpy) R., G., J. Casadesus, Dervaux, Concerts Colonne Orchestra",,,,,,,,,,,,
Oiseau-Lyre,CD,CD 433 053-2,1,"Bach, J. S.",Concerto for Three Violins and Orchestra in D (arr. from S. 1064),"Hirons, Holloway, Huggett, Hogwood, Academy of Ancient Music",15.2,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 1 in c, S. 1060","Leonhardt, Müller, Leonhardt Consort",14.1,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 1 in c, S. 1060","Leppard, Davis, English Chamber Orchestra",13.1,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 1 in c, S. 1060","Leppard, Davis, English Chamber Orchestra",13.1,,,,,,,,,,,
DG Archiv,CD,CD 415 131-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 1 in c, S. 1060","Pinnock, Gilbert, English Concert",14.3,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 1 in c, S. 1060","Pinnock, Gilbert, English Concert",14.3,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 2 in C, S. 1061","Leonhardt, Uittenbosch, Leonhardt Consort",18.3,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 2 in C, S. 1061","Leppard, Davis, English Chamber Orchestra",17.4,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 2 in C, S. 1061","Leppard, Davis, English Chamber Orchestra",17.4,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 2 in C, S. 1061","Pinnock, Gilbert, English Concert",18.6,,,,,,,,,,,
DG Archiv,CD,CD 415 131-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 2 in C, S. 1061","Pinnock, Gilbert, English Concert",18.7,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 3 in c, S. 1062","Leppard, Ledger, English Chamber Orchestra",14.1,,,,,,,,,,,
Phillips,CD,CD 454 268-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 3 in c, S. 1062","Leppard, Ledger, English Chamber Orchestra",14.1,,,,,,,,,,,
Telefunken,LP,LP Tel. 6.35049,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 3 in c, S. 1062","Müller, Leonhardt, Leonhardt Consort",14.7,,,,,,,,,,,
DG Archiv,CD,CD 471 754-2 [prefix del],1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 3 in c, S. 1062","Pinnock, Gilbert, English Concert",14.6,,,,,,,,,,,
DG Archiv,CD,CD 415 131-2,1,"Bach, J. S.","Concerto for Two Harpsichords and Strings No. 3 in c, S. 1062","Pinnock, Gilbert, English Concert",14.7,,,,,,,,,,,
Oiseau-Lyre,CD,CD 440 649-2,1,"Bach, J. S.","Concerto for Two Harpsichords in C, S. 1061a","Hogwood, Rousset",17.5,,,,,,,,,,,
EMI,CD,CD 57440,1,"Bach, J. S.","Concerto for Two Violins and Orchestra in d, S. 1043","A. Sitkovetsky, D. Sitkovetsky, New European Strings Chamber Orchestra",15.2,,,,,,,,,,,
Odyssey,LP,LP Y3 34639,1,"Bach, J. S.","Concerto for Two Violins and Orchestra in d, S. 1043","Busch, Magnes, Busch Chamber Players",18.2,,,,,,,,,,,
RCA,CD,CD 63531-2 [prefix del],1,"Bach, J. S.","Concerto for Two Violins and Orchestra in d, S. 1043","Heifetz, Friedman, Sargent, New Symphony Orchestra of London",14.4,,,,,,,,,,,
Seraphim,CD,CD 68517,1,"Bach, J. S.","Concerto for Two Violins and Orchestra in d, S. 1043","Menuhin, Ferras, Bath Festival Orchestra",,,,,,,,,,,,
Sony,CD,CD 46743 [prefix del],1,"Bach, J. S.","Concerto for Two Violins and Orchestra in d, S. 1043","Menuhin, Stern, Bernstein, members of N.Y. Philharmonic Orchestra",15.5,,,,,,,,,,,
Pearl,CD,CD GEMS 0202,1,"Bach, J. S.","Concerto for Two Violins and Orchestra in d, S. 1043","Stern, Schneider, Casals, Prades Festival Orchestra",17.8,,,,,,,,,,,
Odyssey,LP,LP Y3 34639,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 1 in a, S. 1041","Busch, Busch Chamber Players",15.5,,,,,,,,,,,
Seraphim,CD,CD 68517,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 1 in a, S. 1041","Menuhin, Bath Festival Orchestra",,,,,,,,,,,,
DG,CD,CD B0012054-02 [prefix del],1,"Bach, J. S.","Concerto for Violin and Orchestra No. 1 in a, S. 1041","Mutter, Trondheim Soloists",13.5,,,,,,,,,,,
Oiseau-Lyre,CD,CD 443 326-2,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 1 in a, S. 1041","Schröder, Hogwood, Academy of Ancient Music",13.0,,,,,,,,,,,
Sony,CD,CD 58982 [prefix del],1,"Bach, J. S.","Concerto for Violin and Orchestra No. 1 in a, S. 1041","Stern, Casals, Prades Festival Orchestra",16.4,,,,,,,,,,,
Pearl,CD,CD GEMS 0202,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 1 in a, S. 1041","Stern, Casals, Prades Festival Orchestra",16.5,,,,,,,,,,,
Odyssey,LP,LP Y3 34639,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 2 in E, S. 1042","Busch, Busch Chamber Players",16.2,,,,,,,,,,,
Seraphim,CD,CD 68517,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 2 in E, S. 1042","Menuhin, Bath Festival Orchestra",,,,,,,,,,,,
DG,CD,CD B0012054-02 [prefix del],1,"Bach, J. S.","Concerto for Violin and Orchestra No. 2 in E, S. 1042","Mutter, Trondheim Soloists",17.4,,,,,,,,,,,
Columbia,LP,LP MG 33328,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 2 in E, S. 1042","Oistrakh, Ormandy, Philadelphia Orchestra",17.6,,,,,,,,,,,
Analekta,CD,CD AN 2 8907,1,"Bach, J. S.","Concerto for Violin and Orchestra No. 2 in E, S. 1042, Adagio (arr. Herriott)","Harnoy, Herriott",7.0,,,,,,,,,,,
Seraphim,CD,CD 68517,1,"Bach, J. S.","Concerto for Violin, Oboe, and Strings No. 1 in c, S. 1060","Menuhin, Goossens, Bath Festival Orchestra",,,,,,,,,,,,
Sony,CD,CD 58982 [prefix del],1,"Bach, J. S.","Concerto for Violin, Oboe, and Strings No. 1 in c, S. 1060","Stern, Tabuteau, Casals, Prades Festival Orchestra",17.8,,,,,,,,,,,
Pearl,CD,CD GEMS 0202,1,"Bach, J. S.","Concerto for Violin, Oboe, and Strings No. 1 in c, S. 1060","Stern, Tabuteau, Casals, Prades Festival Orchestra",17.8,,,,,,,,,,,
,,,1,"Bach, J. S.","Der Geist hilft unsrer Schwachheit auf -- see Motet, Der Geist hilft unsrer Schwachheit auf",,,,,,,,,,,,,
Hanssler,CD,CD 98.860,1,"Bach, J. S.",Der Herr ist mein getreuer Hirt,"Rilling, Bach-Ensemble",13.8,,,,,,,,,,,
Music & Arts,CD,CD 279,1,"Bach, J. S.","Die Kunst der Fuge, S. 1080",Hill,52.9,,,,,,,,,,,
Decca,CD,CD 475 8634,1,"Bach, J. S.","Duets for Organ, Four, S. 802-805",Richter,10.8,,,,,,,,,,,
Oiseau-Lyre,CD,CD 433 054-2,1,"Bach, J. S.","Duets for Organ, Four, S. 802-805",Rousset,12.0,,,,,,,,,,,
DG Archiv,CD,CD 474 747-2,1,"Bach, J. S.","Duets for Organ, Four, S. 802-805",Walcha,14.2,,,,,,,,,,,
Chandos,CD,CD CHAN 0506,1,"Bach, J. S.","Eight Chorale Preludes from the ""Orgel-Büchlein""",Kee,16.0,,,,,,,,,,,
Sony,CD,CD 60276 [prefix del],1,"Bach, J. S.","English Suite No. 1 in A, S. 806",Perahia,22.4,,,,,,,,,,,
